product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product1,20221110,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221111,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221114,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221115,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221116,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221117,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221118,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221121,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221122,3.3608033657073975,0.05049353465437889,3.3100219685584307
product1,20221123,3.3608033657073975,0.05049353465437889,3.3100219685584307
product100,20221110,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221111,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221114,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221115,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221116,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221117,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221118,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221121,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221122,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product100,20221123,0.18908390402793884,0.43903470039367676,-0.2424282357096672
product101,20221110,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221111,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221114,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221115,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221116,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221117,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221118,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221121,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221122,4.573477268218994,8.979185104370117,-4.400119781494141
product101,20221123,4.573477268218994,8.979185104370117,-4.400119781494141
product102,20221110,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221111,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221114,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221115,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221116,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221117,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221118,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221121,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221122,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product102,20221123,0.038280125707387924,0.07395784556865692,-0.04885271564126015
product103,20221110,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221111,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221114,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221115,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221116,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221117,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221118,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221121,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221122,0.8625101447105408,0.08678530156612396,0.7753652706742287
product103,20221123,0.8625101447105408,0.08678530156612396,0.7753652706742287
product104,20221110,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221111,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221114,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221115,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221116,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221117,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221118,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221121,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221122,0.8135601282119751,10.559200286865234,-9.745601832866669
product104,20221123,0.8135601282119751,10.559200286865234,-9.745601832866669
product105,20221110,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221111,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221114,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221115,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221116,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221117,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221118,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221121,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221122,0.31024906039237976,2.637227773666382,-2.297413721680641
product105,20221123,0.31024906039237976,2.637227773666382,-2.297413721680641
product106,20221110,10.485856056213379,9.804492950439453,0.663872629404068
product106,20221111,10.485856056213379,9.804492950439453,0.663872629404068
product106,20221114,10.485856056213379,9.804492950439453,0.663872629404068
product106,20221115,10.485856056213379,9.804492950439453,0.663872629404068
product106,20221116,10.485856056213379,9.804492950439453,0.663872629404068
product106,20221117,10.485856056213379,9.804492950439453,0.663872629404068
product106,20221118,10.485856056213379,9.804492950439453,0.663872629404068
